review	rating
wonderful place , seven bridges hotel beautiful little place excellent location exceptional staff , rooms quaint eclectic canal views , rooms clean attended day stay , owners incredibly helpful trip amsterdam complete pleasure , price rooms value compared rooms available hotels , noted sort mix hotel bb quiet broadband internet connections room mini-refrigerators .i admit ran website read reviews curiosity 95 quite accurate , far ones stating owners tried double-charge difficult time believing stayed seven bridges , staff seven bridges incredibly helpful especially given unique circumstances certain intentionally try cheat someone .i highly recommend seven bridges amsterdam way assure stay exceptional place	5
loved grand stayed 8 15 wonderful time , not let negitive reviews spoil vacation , royal club loved minute , upgrade royal club worth penny , resturant best food breakfast lunch dinner plus drinks consume , best drink banana moma , spa grestest 3 different massages best , buffets great oriental great mexican italian steak n't good , did parasailing snorkaling good , beach best seen , resort future , fun n't sweat small stuff	5
not arrived night stay initial impressions tell n't , cat sitting table cute people does n't appeal , room overlooked unkempt overgrown area , room hotel looks shabby extremely basically furnished , main thing musty smell soon entered room deeply soiled carpets , room cleaned linen looked clean way past needing change carpet washed net curtains euro spent furnishing .it suit loooking basic place head , personally would't recommmend , picked suitcases paid night left immediately	1
great location great service great value large group visit french quarter easter stayed astor , rooms spacious clean comfortable , housekeeping immaculate friendly rooms n't dinnertime , hotel great location walking distance bars restaurants shops bars , note great little bar/restaurant margaritaville called coops great food reasonable prices atmosphere fun comfortable , great experience , highly recommend astor stay	5
never-ending list problems visiting new orleans conference short vacation wife stayed embassy suites julia street offer excellent value , good reasons looked like good deal , positive location great access convention center problems night 5th floor loft separate building hotel , thing noticed walking room cockroach sitting table , room decorations loft industrial feel unpainted exterior walls converted factory/warehouse fine like sort thing , double beds instead requested king elevator shaft right bed making noise night hotel staff unwilling and/or unable , morning toilet blocked alarm clock radio volume switch did n't work .we moved new room day , king bed main hotel noisy electrical transformer corridor closet bed , toilet blocked flooded bathroom time meaning needed replacement towels took arrive , towel bar broke , unable change time setting alarm clock remember hour behind .finally returned final day touring french quarter locked room , told checked , showing id having spoken senior receptionist eventually let room , luckily belongings n't know types problems common new orleans certainly not common embassy suites , advice choose stay not expect usual high standards come prepared deal problems	1
pleasing spent nights montebello splendid satisfied visit .room 206 junior suite small sitting area chairs large desk 20 inch tv , bedroom comfortable nice mattresses linens , marble bathroom tight functional , fluffy towels warmed rack welcome .the television worthless controlling not functioning properly nights visit , weekend unable running , minor inconveniene slightly annoying , reinforces reviews complaining technology .montebello splendid great place stay short walk center , compared hotel rome piazza navona say really liked quiet center offered montebello splendid .would gladly stay future	5
experience ok , breezes apr , 3 11th , 3 couples expectations trip not extreme , friends went couple years ago told ok . prepared , south vacation beach wonderfull , nice , white sands blue water waves fun , rooms rooms not impressed , floor days didn__Ç_é_ towels days toilets wasn__Ç_é_ working rooms no flushing telephone didn__Ç_é_ work morning water kept changing shower hot cold , morning maid didn__Ç_é_ nock door just barged saw someone .. left .. 9h morning no idea pas doing , cockroach cabinets , patio door open time came hole wall .. light fixture room , s so .. opinion rooms .. not good , food food not bad , fussy eater didn__Ç_é_ starve , went 3 la carte supers , french italian mexican no complaints , good , buffet different varieties meat pasta kids menu salad bread loved breakfast .. omelet bar fruits meat croissants cereals good , but .. nothing like home cooked meal .. hahastaff not complaints staff .. didn__Ç_é_ expect treated like queens kings , like read reviews .. not slaves , busy understood took extra minute served , friends entertainer/dancer , chapel , nice sincerely nice wasn__Ç_é_ selling haha .. excursions went 3 excursions , buggy ok . paid 50 took 3-4h .. driving streets guide , really got village , second catamaran .. paid 89 us ..we booked airtransat rep . 2h30 hours bus ride catamaran didn__Ç_é_ really enjoy , didn__Ç_é_ chance sit net people boat , interesting entertainer boat , again .. 2h30 bus ride resort , wouldn__Ç_é_ sure , did snorkeling james bond tour , great , 2 seated speed boats spot did half hour snorkeling guide couple , great , really nice .coming vacation monday night , bus plane ride home 12 peoples sick breezes , not know food poisoning plane ride long people getting sick .i recommend resort timers like ok trip	2
great stay place gay men stay amsterdam .centrally located nice rooms great price .now run americans steve jerry awesome .they working hard bring hotel amistad level results showing	5
great hotel just gotten trip tokyo osaka , having japan unsure stay , did know liked shop realized near subway/train station critical explore possible .we took airport bus narita convenient economical drops right hotel , room large decorated good value tokyo quite frankly bargain large city , paid 200 night no breakfast , great little coffee shop street hotel good espresso pastry selection .the lobby staff excellent , say concierge service perfect stay , knowledgeable polite great jobs spoke excellent english , important , tokyo really scattered way streets addresses , really impossible locate address unless maps you .the location not quite ginza really good near central transportation , large grocery store right station stumbled , ate nearby dadaiya good somewhat hip restaurant served kind fusion japanese , atmosphere nice food excellent n't order dishes like did small plates n't actually small , ate crab place literally street dadaiya second floor , think translation crab house , crab good crab sashimi experience , cooked crab uncooked .i definitely stay hotel service location value just feel tokyo , guests japanese stay generic american hotel chain	5
great view , great hotel stay travel seattle , stayed week march 28 night , view room terrific 23rd floor facing downtown , puget sound skyscrapers mountains , location great service great , overall great place stay	5
perfection possibly best hotel stayed room ipod player music tv dvd state art bathroom incredible service amazing lush romantic new interiors divine love , lobby come criticism hey way learn live tradition , recommend hotel , oh ps mandarin grill restaurant heaven	5
avoid costs stayed 1 week october 2008 whilst business trip , selected hotel location booked accor asia web-site , booked expensive garden room specifically bundled internet access .i requested early check-in arriving 8:30am overnight flight , arrival no room available told room not available afternoon , offered use pool changing locked opened no towels available , check-in later asked pay stay , booked flexible rate not certain dates not discounted pre-pay rate , queried pre-payment told non-refundable , refused pay check-in girl said hotel policy guests pay advance not room , asked manager took 20 minutes appeared , repeated hotel policy , showed accor reservation booking terms , said hotel belonged different company different terms accor group , novotel accor not novotel , eventually argument offered pay advance night pay balance checkout .the garden room ok inside wonderful view traffic intersection outside hotel , couple trees street high wall queried desk claimed chinese garden , breakfast disaster , day problem , did not staff cope number guests , days queue 10 20 people waiting seated typically 15-20 minute wait despite majority tables , person handling payment billing seating just n't , guests getting angry complaining .the problems ranged no cups no hot water no coffee no plates no juice no cutlery , no milk no fruit , 25 breakfast expect better service , wireless internet included room rate painfully slow , stopped working 4th day stay , despite assurances desk fixed shortly evening tomorrow not working checked 7 nights , despite daily complaints response request check reduction room rate compensate internet access room rate no refund , booked standard room internet access cost 30 day overall not standard expect novotel use chain regularly , desk staff inflexible unhelpful , complaints dismissed not dealt duty managers , breakfast staff genuinely tried helpful not , written complaint hotel chosen not respond , draw conclusions hotel thinks customers	1
great airport hotel nice airport hotel .we bedroom suite knew internal clocks place , everybody great nights sleep , place 15 taxi ride airport , morning jumped airport shuttle intending airport catch car rental shuttle , guy n't let took way rental depot himself .the kids gutted spending night , nice	5
recomend hotel spent 5 nights hotel friends recomend hotel travelers wants clean comfortable hotel exellent position , hotel video surveilance 24hours felt safe secure , hotel stuff kind helpful sure stay hotel time come barcelona	5
loved riu pros beautiful beaches wide variety food disagree overly demanding opinion brazilian restaurant awesome- tons different meats all-inclusive n't feel like spending ton money water sports easily accessible beach got motion-sick parasailing room service free included limited variety easy access riu resorts bar right pool beaches rooms clean not annoying children shopping nearbycons sticky bedsheets dry claim use bottled water restaurants make sure pack imodium just case ac did n't work friend rooms took days resort gave room working ac limited nightlife/ nighttime entertainment european women insist exposing men speedos kinds beer available	4
lovely small hotel , just spent night pre-cruise , wish , hotel lovely people friendly location perfect room funky cool comfortable , corner room lower level , afraid bothered street noise honestly did n't hear noise street halls , fabulous light sleeper , bed tremendously comfortable room furnishings .the issue breakfast service , returned home email survey waiting completed returned , mentioned problem , 20 minutes nice response food beverage manager apologizing problem , surprise , expected , just true experience alexis surpassed expectations	5
fine n't mind noise , like sleep comforts not stay , staff friendly room nice size think just lucky , hotel did faults , double bed really singles pushed little closer , mattresses hard felt like sleeping floor , windows not double glazed prepared hear going outside conversations understood language , morning woken women having loud conversation outside room italian not sure staff guests conversation/shout went forever , hear person sneeze room door , noise plumbing unbelievable , breakfast fine italy really , having said location great	3
perfect ways forth trip paris grown-up son , confirmed 2 star traveller comes hotel choices , preference stay neighborhoods experience day-to-day life locals tourists , chose hotel based primarily trip advisor reviews photos web site location not disappointed , hotel boulevard means wide street lots trees benches sit , busy traffic course not overwhelmingly nighttime quiet , lot restaurants neighborhood walking distance , metro stop 500 feet away place d'italie right street major metro interchange , immediate neighborhood safe peaceful night , walked home 11:30 late night cafe couples walking street babies strollers safe , lots different kinds food shops drugstores monoprix cvs clothes street convenient bookstores newspaper shops etc ., just street rue monge rue moufftard market streets quite colorful , watched local musicians dancers perform way arab institute worthy visit , hotel edge 5th arr , walk latin quarter seine jardins luxembourg pleasant way spend afternoon , nice walks directions did not time enjoy them .the hotel experience excellant , room street reasonably quiet night double-glazed windows open , 3rd floor elevator nice overview street scene , room large european standards beds comfortable tended bath clean newer fixtures continuous hot water real tub inclined , enjoy convenience breakfast hotel not disappointed quality , management friendly helpful especially issues wifi son , finally price reasonable especially given exchange rate , stay hotel time paris seriously doubt better 2 star hotel city	5
crap motel not website , previous reviews indicated girl reception rude patronising individual , trying teach younger girl use showing no joy doing display type displeasure clients opinion not acceptable .i felt really sorry younger girl , rooms nice pay not really good , no balconys no rooftop n't fooled , not opera house rocks motel , fiance took birthday gift seeing opera house pretty annoyed not appears website having nasty girl reception does not help , indicated previous review trouble parking went forth motel car park sort tickets , just really bad management	2
gross problems hotel , town wedding just wanted someplace affordable clean , not looking fancy , arrived new orleans 2 p .m . told room not ready , left came 4:30 room not ready , mind wedding evening needed time dressed leave 5:30-45 . room not ready , used excuse housekeeping short-staffed , waited finally checked 5:15 . bed gross , multiple stains comforter blanket worse , blood stains , disgusting , called manager excuse , wash blankets month gross set stains ca n't help , happen staying honeymoon suite expect , wtf , happened book honeymoon suite king sized bed expect nasty dirty filthy stains , said bring clean blankets , returned wedding 2 p .m . no blankets , called waited 30 minutes , nothing , fiance finally desk , overall horrible experience stay , fact room dirty heard loud banging sounds day night pizza place downstairs , let add shower did not drain soap scum stuck tub time took shower , n't stay	1
wonderful week marriott wife stayed resort june 5-10 2004 visiting conference , resort beautiful grounds excellent dinners blue sage roy , spent day revive spa , massages great access spa facilities day schedule massage early possible , able enjoy private pool area hours 8pm away kids crowds pools n't crowded spa pool , lobby beautiful night , enjoyed sitting outside lounge chairs outdoor couches looking pools firepits sipping drinks bar , phoenix weather behold did n't cloud 5 days nights warm not hot , perfect late night strolls grounds , room great private balcony turn service twice day , bathrooms beautiful , service notch , staff nice , car service mall street 5 quick 15 minute walk time day key making choice walk ride , used fitness facilities twice adequate , body east coast time treated early morning sunrises resort earlier 5am , gardens resort water features gorgeous , possible negative resort distance does n't look like , really palm trees expands north southern stucco wings road , highway hard pick resort resort does n't look like oasis distance , drive resort walk lobby grounds immediately know special place , definitely return	5
great time used tips awesome time , relaxing , beautiful beach , gorgeous grounds , nice room , friendly staff , wish knew went visas , arrive airport terminal head straight counter says tourist visa buy 10 card guest , government tax card need country , buy line customs , required , shop , store hotel way overpriced need basic really trouble , sunscreen 26 , favor pack sunscreen sun strong , aid , bring medications band-aids neosporin immodium pepto , coming world country hotel no first-aid kit free medications not aspirin , prepared possible stomach ailments believe adjusting new cuisines , boyfriend little bug day half , fine , n't panic possibility .-excursions , n't overpay , met people offered snorkeling trip 78 , boyfriend went dolin dive center right near beach gym/spa paid 25 nice 1 .5 hour excursion place guys going , chairs , not , annoying play game , beach 6am towels bed , come , night , does , not worth fight stranger vacation .-the europeans , think just n't friendly n't know address , languages spoken saying hola , no matter elicited smile , like address americans come spanish speaking country surprised staff does n't speak english , represent states little class adjust surroundings , staff know just not rocket science say yo quiero agua por favor , spanish travelers book make effort , appreciated .-tips , bring 100 worth singles pockets , staff appreciative helps need special , people nothing bust butts tables clean drinks flowing .-other lot pictures make friends jealous blast , questions email website , buenos dias	5
just perfect arrived feb 11 week paradise gran bahia , rooms located building 15 perfect location late afternoon siestas pool quick walk lobby evening fun , traveled 2 couples none complaints say wish flight flown earlier flown later enjoyed fun sun , highly recommend hotel , years ago visit dr nice hotel definitely better service amenities wonderful grounds , pool spots open beach shade accessible times service fast pleasant , return hotel like experience gran bahia hotels carribean , love	5
great hotel out-of-the-way location excellent hotel attentive service out-of-the-way location , upside rooms large nicely appointed , bathrooms huge luxurious , common areas new clean lavish , fitness center fantastic well-equipped room 14th floor overlooking harbor , food pretty good bit expensive .downsides location location location , near number subway lines construction area making difficult reach lines , importantly not want subway cabs city expensive construction snarls traffic , fares range 20 midtown 10 tribeca , expect spend real money taxis way prefer , just expense account .bottom line stomach cab fares n't mind having travel considerable distances anytime want eat outside hotel ca n't wrong hotel	5
fantastic stayed rooms watertown years loved , place spotless , rooms nicely , amenties great good coffee use creamers fridge aveda bath products welcome gift returning guests , beds super comfortable , best theme carts delivered room , usually spa art carts , cheer long drive , ca n't wrong staying , dependable great quality	5
not start hotel rececpton looks lovely waiting 30 mins check not good start hol .we got room 3rd floor lots steps no lift nice 2 small db beds tv fridge stocked soft drinks water went looked bathroom sink infested ants nice bath tiny ok shower .in wardrobe safe pay 40 2 weeksthe view room view tree not nice tree .the pool lovely 2 big pools bar beach breath taking white sands clear seas whowthe food shocking days nice days nastythe sports bar smells drinks flat beach pool bar fine .the shop priced staff rude bag crisps 5 .00 1 2 partys english people hard times	2
lawrence-convienient hotel lawrence really nice , took 2 year old dallas train ride loves trains chose lawrence directly amrak station west end activities , chose right , staff great , took hotel shuttle aquarium zoo no charge , came pick super friendly , youve pushed tired toddler stroller hill know nice shuttle service west end activities walking distance , theyre just blocks over .the hotel classy small , like mini version , maintained , skeptical having queen size bed king worked best , gave needed snuggle time , cant beat price service , nice space lobby rooms breakfast areas guess nothing perfect , nice trip stay sure	4
confortable confortel stayed confortel auditori 6 nights end august , main appeal hotel looked bright clean appeared decent location quite inexpensive .the hotel 30 minute renfe ride 15 minute metro airport .the room actually pretty nice , expected it- fairly small big , tv wall variety channels desk/table main room safe cupboard , air conditioner room did n't really make room cool adequate , bed suprisingly comfortable quite large , free minbar room water sparkling water coke juice beer , bathroom hairdryer useful obviously , bathroom really clean stylish large bath .there window/door looking road let lot light making room bright , request room read people rooms complained room quite dark .the rooms cleaned tidied daily wake late request room cleaned out .the hotel small swimming pool probably 5 metres long , warning not stay hotel looking lazy pool holiday disappointed , roof area quite nice sun loungers catch rays day got pretty busy .there fitness room basement really nice , did n't day know used , small went n't think gets busy , fridge free water air conditioning , hotel 2 minute walk metro station just corner numerous supermarkets , read short walk la rambla main road barcelona , quite walk certainly walkable 20-30 minutes , honest metro really good air conditioning pretty city quite easily t-10 plan using metro lots 10 metro trips 7___ share , area called el born best area , lots excellent restaurants bars shops lovely square cathedral santa maria del mar 10-15 minute walk hotel .so negatives staff n't particularly friendly efficient did job , hotel chain did feel like , felt little bit like number does n't really matter hotel , read reviews people disappointed confortel auditori chose accomodation , happy considered option n't luxury looking , finally mentioned did n't air conditioning cool sun loungers got busy .overall happy stay confortel auditori , met requirements clean confortable nice location	4
excellent hotel location family teenage boys stayed nights end oct/early nov . room annex double single beds , room decorated furnished , clean adequate bathroom , friendly helpful staff good breakfast small courtyard start day .great location quiet area easy walk water bus/vaporetto parts city , booked basis tripadvisor reviews not disappointed .venice great week-end damp cool day murano followed glorious days high teens venice , key tips took 72 hour vaporetto pass buying airport hour later hotel gives alot flexibility used imagined , make sure wander backstreets appreciate real soul venice , sunday nipped jewish quarter shops open	5
excellent service dorint hotel amsterdam schiphol airport dorint hotel amsterdam schiphol airport great place business leisure stay , exceptionally clean attractive hotel great location .their excellent location consistent shuttle service to/from airport terminal train station makes easy transfers to/from downtown amsterdam .their onsite restaurants sports bar business center service spa health center customer friendly .review rated worldwide leisure traveller flightcrew	5
great hotel finding , really good hotel , expect , stopped 2 nights flight england , followed previou trip advisors used mrt airport , no problems went like clockwork , city hall hell walk suntec city pan pacific 20 mins , mind air conditioned malls not problem suitcase wheels .on leaving early morning airport ran problems suntec city mall closed no ask , eventually did open ran 20 minutes late airport , leaving really early check concierge just city hall mrt tak taxi airport	4
great hotel excellent staff husband spent nights brentwood inn recently town wedding , looking reasonably priced hotel family member recommended brentwood , thrilled hotel location minutes santa monica beautiful drive highway 1 malibu clean slighly small rooms fantastically helpful welcoming staff , highly recommend certainly	5
good value money nice hotel inexpensive prices , location good tram stops right hotel metro station walking distance , loved small shopping centre 5 minutes walk hotel , room good clean windows huge room felt spacious , stayed floor view nicest , breakfast buffee good selection fruits juices breads vegetables sweets things breads , coffee machine hot chocolate mmm definately recommend hotel	4
absolutely loved hotel condado loveliest places , personal genuinely kind thoughtfoul cleaning ladies extra mile breakfast good little things like free mini bar printing facilities high speed internet mae sure need hand , star hotel prove stars matter little felt comfortable condado elite hotels art hotels , lobby warm , o yeah not make look like stocks condado bad view rooms way dont fitness center good contacts fitness center corner	5
not good expected small old rooms not worth price charged , no hospitality staff , location okay , expected booked room based positive reviews	2
enjoyed second visit sirenis just returned trip sirenis feb .17-24 , second visit resort not disappointed , husband brought children aged 2 5 met relatives resort , brief lol review based experience staff staff awesome , desk cleaning staff great , reservation cocotal lost paper shuffle given immediate upgrade tropical suites , did not know case presented room key , nice suprise , room close beach appointed .the wait staff main buffets great , got know drinks brought table having request , did husband cervesa glass , turn sooo efficient refills did not maid room day did pleasant , day kids having siesta maid came room , did not wake felt guilty disturbing later brought large bouquet fresh flowers room , lovely flowers wake week .premises property kept , groundskeepers work day night looking fabulous , problems mildew bugs complained about .food food average , did not make break trip , items eat hungry , remember different country goat stew manioc squid dishes turtle soup customary , deep-fry foods coconut oil drinks use coconut milk , coconut natural laxative eat drink using discretion .pool pool huge , tropical quiet cocotal activities held , trouble finding loungers afternoon , problems pool tourists hord 2 cushions lounger loungers left bare , selfish behavior saw happening , kids loved pool slopes gradually large shallow area children , bring inflatable toys little ones hours fun .beach best things sirenis remote location , beach long walk long distance secrets sunscape sirenis middle , windy boats water activities , day watched locals tracked large sea turtle swimming beach caught net , excited able turtle steaks supper , n't think seen sort activity crowded beaches , entertainment daytime animation staff involving people games , not overly pushy relax wanted , prizes bottles rum , evening different going main lobby karaoke bands lounge singers market bazaar night , casino did not check , 10 pm dance shows really not good , quality dancers pretty poor , couple dancers looked like just learning routines time performing stage , shows use major improvement people walked halfway , reason stayed good laugh .kids club works really , kc great facilities resort , 2 year old loved huge play structure , kids cared participate variety activities , evening kids disco dance party , great fun , kids crafts , knew son days chose participate .excursions husband fortunate presented opportunity helicopter ride helidosa , fabulous experience , flight half hour got entire coastline inland got appreciate remote beach air , pilot pointed whales , highly recommend excursion budget allows .another note bavaro runners say stop unpopulated stretch beach boogie boarding , strech beach in-between sirenis secrets easily accessible foot , lol , sign trip make sure reasons .in end party fabulous time , husband contracted day did not ruin experience , thing bus ride airport nauseating driving road conditions , luckily guide escorting understood husband attempt bus pulled road relieve tummy , apologies thanks understanding passengers bus ended having wait line little longer airport slight delay .would recomment resort , hesitation , great resort small children , nice close walking beach room restaurants	4
absolutely fabulous wonderful stop , fabulous room overlooking harbour , staff attentive meal gaddis restaurant , stayed hotels world ranks 5 far , want spoil make sure rolls royce collects airport .we cant wait	5
nice paris hotel wonderful location wife stayed 5 nights le walt january 2007 . booked room based information multiple sources including tripadvisor , say previous reviews hotel spot photos accurately depict hotel environs .positives:1 . location great , 7e quiet residential location terrific metro access paris , ecole militaire metro stop literally 10 yards left door visitor central paris 20 minutes , multi-day fare card terrific bargain .2 , numerous bistros rue cler street market wonderful light morning breakfast afternoon coffee , did not partake hotel breakfast not comment .3 , staff friendly appropriately helpful cab departure cdg arranged night time .4 , deluxe 4th floor room estimated 200-250 square feet good sized europe rear hotel overlooking garden , room quiet , did hear construction noise adjacent building mornings hotel control , metro rumble faint not terribly bothersome previous posts , absolutely no noise adjacent rooms hall .5 , king size bed comfortable best , linens excellent .6 , bathroom size adequate updated towel warmers nice toiletries , towels comfortable .7 , communication staff not difficult readily spoke english , email communication prior visit timely helpful .neutal/negatives:1 . hotel decor contemporary n't expect country french antique-laden experience looking type environment search elsewhere .2 , business traveler lack in-room internet access negative .3 , closets small side .4 , did n't room service not sure visiting paris want , menu looked little bare bones .5 , looking night life book 5e 6e .overall nice property not 5 star definitely average , time visitors really good hotel , trip want try different little french happy stay le walt recommend hesitation	4
great location accomodating perfect hotel stay visit florence , yourlocation ideal , friendly faces staff guests everthing perfect , enjoyed lovely breakfast wonderful cappucino , suggestions dining perfect use internet appreciated year old son maine .the rooms clean efficient look forward seeing agian , thank making accomodating , miss italy sincerely eileen parenteau	4
better , room clean bed comfortable , fun ends afraid , constant slow leak coming bathroom vanity , everytime went bathroom stepped puddle water , no cold water sink , cold water knob missing , knobs shower loose tricky water temperature right , toilet did not cover tank , toilet constantly running , times jiggle handle order make stop , room temperature good good thing thermostat did not work , maids replaced coffee used did not leave sugar sweetener creamer , guess thought not notice , parking awkward , no garage hotel , use garage block away , day departure valet brought wrong car , wait 15-20 minutes car , talk scary checkout experience , light sleeper mind hotel close bourbon street , noisy upper floors facing courtyard	2
definately worth considering depending price stayed nights pleased paid approximately 65euros night www .hotels .ca , price no better option , location amazing n't better directly la rambla , renovated rooms fine , bigger smaller , try renovated room overlooks street shower curtain , rooms half glass panel just does n't work ended using towels wiping puddles floor , stayed room 445 happy bit larger shower curtain , n't shy ask borrow hairdryer ask 10e deposit return end stay , n't shy ask renovated room n't time think try rid unrenovated rooms n't blink switch , yes reviews correct unpleasant desk person just ignore ask speak work desk way help taxis restaurant recommendations happy stay especially price got week later checked price 280 euros room , price better going yeah true rooms facing street noisy 6:30am laughing enjoying city people noise did n't particularly bother light sleeper not used noise definately not recommend street facing room hotel matter directly la rambla .also directly street alley piazza city square did n't disover late definately explore , evening entire square turned great outdoor restaurants cafes bars day nothing definately check night , bit interesting eating la ramba .at right price hotel definate	4
excellent hotel stayed 2 nights late feb 2004 . staff helpful , provided no smoking room gave view canal arranged loan modem adaptor connect laptop internet conference room downstairs , room clean not large adequate size , breakfast continental plentiful , dam square 10 min walk , good restaurants immediate area , overall comfortable pleasant stay , recommended	5
fanatstic place , quay grand suites perfect , staff excellent rooms lovely view ca n't beat , stayed daughter harbor , little concerned noise heard issue , noise not problem , 1 bedroom suite pull-out couch living area , option 1 bedroom units , worked , close sliding door completey separate rooms total privacy just like having 2 bedroom , loved ca n't imagine higher rated place stay	5
feel welcome hotel really good , fantastic location short walk plaza catalunya ramblas situated nice quiet area , glass bathroom door quite amusing does privacy patterned does not look directly main room .it n't particularly luxurious expected four-star clean bright modern .the staff excellent , spoke english helpful hotel matters general advice city , feel welcome receptionist took time help limited attempts catalan	4
tops hub , stayed nights november 2004 spectacular room , view beacon hill boston common state house , awesome , staff friendly definitely interested making guests comfortable happy , decor ultra modern , room clean , toiletries great quality , bed simply comfortable pleasure using , offer service evening replace towels used ice bucket , nice , location wonderful easy walking distance sites stone throw public transportation not want walk , oh , provide umbrellas use stay needed .one small complaint water pressure shower poor , everthing truly wonderful small nuisance , come heartbeat	5
reasons stay mo look it__Ç_é_ not quite ritz carlton seasons experience terms service employee talent level plenty reasons pay money stay mandarin oriental , plenty , location columbus circle street central park , easy walking commute areas want midtown great sightlines spectacular building .the mall/ foods mo lobby 35th floor skyscraper houses nice mall high-end restaurant choices enormous foods large selection prepared foods , it__Ç_é_ unusually cold raining invaluable perk , went downstairs morning wonderful wife did got great organic breakfast items ate room saving tons process .the lobby lounge plenty written none exaggerates view atmosphere , awesome .the room bigger better nyc high-end hotel rooms , fantastic view , appointed functional , notch , modern classy , bathroom superb .gym small free not norm hotels days , good cardio equipment tv__Ç_é_ , excellent indoor lap pool , booked platinum ex received room upgrade 4 pm checkout 100 spa voucher continental breakfast morning , 630 , worth , we__Ç_ée recently stayed rc__Ç_é_ nyc sofitel enjoyed it__Ç_éêl mo	4
perfect hotel small hotel comfortable perfect location helpful staff good , visit new york come love room no doubt	5
fantastic experience stayed wonderful hotel thanksgiving period , arrival upgraded complimentary suite marvellous , room spacious elegantly decorated heaven stay , staff extremely friendly nothing trouble lost passport , hotel positioned great area boston short walk newbury street boylston street 10 minute walk prudential centre , great value money hotel lot london class	5
lovelyantiche italy not venice , selected closeness train station main canal , hotel beautiful wonderful view canal away st . marco crowds noise wonderful walk square .alessandro francesca gianni wonderful friendly charming people , gracious extremely helpful , provided best place eat little street near hotel , returning home 3 helped finding speical gift husband unable venice , went way jobs , hotel antiche place stay return venice , kind areas hotel stay , guanti baltimore maryland usa	5
loved , new orleans number times , having recently stayed ritz great stuffy french quarter w tiny hotel no lobby no scene speak choose w latest excursion sin city , bags whisked instantly room ready clean comfortable river view , hotels restaurants bar s great , received excellent service entire staff , no attitude whatsoever , chill , martini bar lobby perfect place cocktail heading , whiskey blue great place meet trendy folk late friday saturday night , 11pm complete enticingly costumed local scenesters enjoying haven high living hard drinkers ambience , harrahs casino door shooting dice thingit close , nothing complain stay early leave , youre looking old-world new orleans wrong place , want old world food hang cure check mothers door ask elvis doorman door bar , w great place stay want little new world upscale experience big easy vacation	5
renew soon hope travelling hotel got worried trip took felt like forever got best hotel strip , ones expensive just hotel perks , checkin hotel upgraded ocean view fantastic , secondly staff super friendly , topped chocolate champs congratulate wedding , leave hotel perfect spot close food shops beach infront quiter spots werent crowded heart waikiki , complimentary beach towels excellent internet access nut im not sure ongoing , right ourside trolley largest outdoor mall world thought hawaii no good shops , 2 bucks ride excellent free breaky early food seat .we loved stay renovations look great .a short walk road cheesecake factory restaurant dont bookings food worth wait	5
fantastic hotel gorgeous hotel great location river , claudio concierge best , kind caring able help needs , historical property worth	5
better expected received upgrade room ca n't comment standard rooms , room large japanese standards , size room .the location great walking distance shinjuku station , small restaurants near , n't tried hotels restaurants long line japanese buffet floor , definetely stay , stayed hilton tokyo 10 minute walk keio nice felt states	5
good money stayed marriott berlin moved grand hotel esplanade night comparison hotel did n't fare , location quiet isolated compared potsdamer platz , n't far away locations taxi taxis quite reasonable , big difference hotels supposed star judged merits price cheaper star hotels rooms spacious clean , double beds read review stayed bit dissapointing not single beds pushed single duvets , bar quite lively popular guests , good bargain people going , night bit atmosphere like potsdamer platz hackescher markt fun	3
honeymoon hotel hotel absolute gem new york , wife started honeymoon ny hotel helped make trip perfect , small touches desk staff remembering guests morning leave day shopping experience personal , breakfast great location excellent 5th avenue 10 mins walk central park 20 mins walk empire state 10 mins walk books adorning walls absolutely fantastic view new york city library beautiful reading room , make sure try madison vine hotel restaurant fronting madison ave food class slightly pricey worth cent	5
consistently spectacular trips melia tropical headed time year , landscaping amazing employees personable experienced , facilities clean kept plenty including regular flow vendors artisans n't afraid haggle , food not star remember inclusive not la carte , japanese sushi restaurant fabulous , overall wonderful time including preschool-age son enjoys kid club nightly kid shows , nevermind naysayers enjoy trip	5
exactly needed took partner barcelona birthday booked flights accomodation website got pretty good deal , got metro airport hotel really straight forward hold undergound map , just need green line l3 mundet hotel 100 yards away , n't shops surrounding hotel fair did n't really look easy jump straight metro stops restaurants shops need , hotel staff friendly spoke good english , happy help looking places gave map away , rooms clean beds towels changed daily , did n't eat hotel breakfast 17 euros , overall happy staying hotel stay	5
good value husband pleasant stay gold club bahia principe nov .14 oceanview room bldg , 20 closest beach , check breeze , resort huge .beach good waves walk miles beautiful .food decent lunch buffet favourite la cartes mexican japanese steakhouse , tire food staying longer week , room service continental breakfast morning nice treat , took 10-15 minutes arrive , no complaints service .overall looking relax good place , think got good value money , punta cana airport way home brutal , waited 1 1/2 hours line boarding passes really junky place , nothing resort really returning puna cana , going cancun favourite spot	4
